id,blockid,block,plan operator,variable,answer,answer with test
12494,1,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)",TODO,test_string,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)","test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)"
12494,2,"predicted_rating = predict(test_string)
print(predicted_rating)",TODO,predicted_rating,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)","test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)"
4480,1,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)",TODO,test_string,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)","test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)"
4480,2,"predicted_rating = predict(test_string)
print(predicted_rating)",TODO,predicted_rating,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)","test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)"
12648,1,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)",TODO,test_string,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)","test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)"
12648,2,"predicted_rating = predict(test_string)
print(predicted_rating)",TODO,predicted_rating,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)","test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)"
7675,1,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)",TODO,test_string,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)","test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)"
7675,2,"predicted_rating = predict(test_string)
print(predicted_rating)",TODO,predicted_rating,"test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)","test_string = 'This course is great and I feel like I am learning a lot!'
predicted_rating = predict(test_string)
print(predicted_rating)"
4495,1,"            lines = f.readlines()
        
        for line in lines:
            if self.most_recent_disk.isspace():
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break
            elif line.replace('\n', '').split(' ')[0] != self.most_recent_disk:
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break  
        with open(self.cache_disk, ""w"") as f:
            for line in lines:",TODO,lines,"class MostRecentCache(Cache):
    def __init__(self, ram_max, disk_max):
        '''
        Args:
            ram_max (Integer) - max number of elements that at any moment of time should be in hot storage
            disk_max (Integer) - max number of elements that at any moment of time should be in cold storage
        '''
        super().__init__()
        self.ram_max = ram_max
        self.disk_max = disk_max
        
        # initialize additional fields here
        self.most_recent_ram = ''
        self.most_recent_disk = ''
    
    def get_least_recent_ram(self):
        '''
        Return least recent ram value. 
        return: key (Integer) - least recent RAM value
        '''
        for key in self.cache_ram.keys():
            if key != self.most_recent_ram:
                return key
    
    def remove_least_recent_disk(self):
        '''
        Remove least recent value from disk cache. 
        '''
        with open(self.cache_disk, ""r"") as f:
            lines = f.readlines()
        
        for line in lines:
            if self.most_recent_disk.isspace():
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break
            elif line.replace('\n', '').split(' ')[0] != self.most_recent_disk:
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break  
        with open(self.cache_disk, ""w"") as f:
            for line in lines:
                review_rating_pair = line.replace('\n', '').split(' ')
                if review_rating_pair[0] != least_recent_disk:
                    f.write(line)
        
        
    def get(self, new_text):
        # implement the caching algorithm
        
        if self.get_from_ram_cache(new_text) != None:
            self.most_recent_ram = new_text
            return self.get_from_ram_cache(new_text)
        elif self.get_from_disk_cache(new_text) != None:
            self.most_recent_disk = new_text
            return self.get_from_disk_cache(new_text)
        else:
            #print(""Input"", new_text)
            predicted_rating = super().get(new_text)
            if self.ram_size() < self.ram_max:
                #print(new_text, ""Added to ram"")
                self.add_to_ram_cache(new_text, predicted_rating)
            elif self.disk_size() < self.disk_max:
                #print(new_text, ""Added to disk"")
                least_recent_ram = self.get_least_recent_ram()
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            else:
                self.remove_least_recent_disk()
                least_recent_ram = self.get_least_recent_ram()
                #print(""Least Recent RAM moved to disk"", least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            
            self.most_recent_ram = new_text
            return predicted_rating
                    
                    
                    
            
            
        raise NotImplementedError(""Complete this function!"")","class MostRecentCache(Cache):
    def __init__(self, ram_max, disk_max):
        '''
        Args:
            ram_max (Integer) - max number of elements that at any moment of time should be in hot storage
            disk_max (Integer) - max number of elements that at any moment of time should be in cold storage
        '''
        super().__init__()
        self.ram_max = ram_max
        self.disk_max = disk_max
        
        # initialize additional fields here
        self.most_recent_ram = ''
        self.most_recent_disk = ''
    
    def get_least_recent_ram(self):
        '''
        Return least recent ram value. 
        return: key (Integer) - least recent RAM value
        '''
        for key in self.cache_ram.keys():
            if key != self.most_recent_ram:
                return key
    
    def remove_least_recent_disk(self):
        '''
        Remove least recent value from disk cache. 
        '''
        with open(self.cache_disk, ""r"") as f:
            lines = f.readlines()
        
        for line in lines:
            if self.most_recent_disk.isspace():
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break
            elif line.replace('\n', '').split(' ')[0] != self.most_recent_disk:
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break  
        with open(self.cache_disk, ""w"") as f:
            for line in lines:
                review_rating_pair = line.replace('\n', '').split(' ')
                if review_rating_pair[0] != least_recent_disk:
                    f.write(line)
        
        
    def get(self, new_text):
        # implement the caching algorithm
        
        if self.get_from_ram_cache(new_text) != None:
            self.most_recent_ram = new_text
            return self.get_from_ram_cache(new_text)
        elif self.get_from_disk_cache(new_text) != None:
            self.most_recent_disk = new_text
            return self.get_from_disk_cache(new_text)
        else:
            #print(""Input"", new_text)
            predicted_rating = super().get(new_text)
            if self.ram_size() < self.ram_max:
                #print(new_text, ""Added to ram"")
                self.add_to_ram_cache(new_text, predicted_rating)
            elif self.disk_size() < self.disk_max:
                #print(new_text, ""Added to disk"")
                least_recent_ram = self.get_least_recent_ram()
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            else:
                self.remove_least_recent_disk()
                least_recent_ram = self.get_least_recent_ram()
                #print(""Least Recent RAM moved to disk"", least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            
            self.most_recent_ram = new_text
            return predicted_rating
                    
                    
                    
            
            
        raise NotImplementedError(""Complete this function!"")
def test_most_recent_cache():
    c = MostRecentCache(5, 20)

    for i in range(200):
        c.get('test' + str(i))
    
    assert list(c.cache_ram.keys()) == ['test195', 'test196', 'test197', 'test198', 'test199'], ""RAM cache incorrect!""
    
    keys_disk = set()
    with open(c.cache_disk, ""r"") as f:
        for line in f:
            li = line.replace('\n', '').split(' ')
            keys_disk.add(li[0])
    
    assert keys_disk == {'04a81612669a6503309a3d0a7eb144d47d2822db',
                         '06587144b7eefa0a96389e4edc25db495a24a2cc',
                         '0e51c498407d2bf5bf19a6be003cc65e194337a8',
                         '17dd06e1d4e670fb47b41a753da6a6dfcd87bf30',
                         '26722c1c23e2ab91a5668f711753be9d8a1f6992',
                         '2a373681c4cd01ca424fcc555dd834e417439ce9',
                         '34d422df9f806e415383af86c4400ef7900c4b8f',
                         '5fe02a47e76b0fd9c9297aa1f550df9465990d8b',
                         '6656f767a33b26804aca1f4095ee04b46f9f83dc',
                         '6fbd48d13c9d5e5e4534aec0aca98fd5efecca61',
                         '899ec74db661e24fe58a4f6f302283acd4935ccf',
                         '8e3356790f84402bda95cca9b46fe4b8d8d01e3f',
                         'a15f59d3eb58f1029ccb0a2646d24a3c8a917c29',
                         'a19c3ea08bd1aede544ae465d3799f46d31dd9b7',
                         'ab0fc2097f253a95cc4d689474eb1d7774fa9bb7',
                         'ad1c952a702edca89390aed15dda415100544632',
                         'c34af7f961e92657a743b7390a76e0107c05abc8',
                         'e8efd85f316e5d8594ec24cac041d406ede83fb6',
                         'f8c8ae4bc1e7e9dd003b189787de87c05f413a53',
                         'fed660342e30a9cacdb314c3e8fde3cdab8dba87'}, ""Disk cache incorrect!""
    
    assert c.get('test') == 10, ""Prediction of new values is incorrect!""
    assert c.get('test196') == 9, ""Prediction of values from RAM is incorrect!""
    assert c.get('test178') == 9, ""Prediction of values from disk is incorrect!""
    print(""All tests passed!"")

test_most_recent_cache()"
4495,2,"                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break
            elif line.replace('\n', '').split(' ')[0] != self.most_recent_disk:
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break  
        with open(self.cache_disk, ""w"") as f:
            for line in lines:
                review_rating_pair = line.replace('\n', '').split(' ')
                if review_rating_pair[0] != least_recent_disk:",TODO,least_recent_disk,"class MostRecentCache(Cache):
    def __init__(self, ram_max, disk_max):
        '''
        Args:
            ram_max (Integer) - max number of elements that at any moment of time should be in hot storage
            disk_max (Integer) - max number of elements that at any moment of time should be in cold storage
        '''
        super().__init__()
        self.ram_max = ram_max
        self.disk_max = disk_max
        
        # initialize additional fields here
        self.most_recent_ram = ''
        self.most_recent_disk = ''
    
    def get_least_recent_ram(self):
        '''
        Return least recent ram value. 
        return: key (Integer) - least recent RAM value
        '''
        for key in self.cache_ram.keys():
            if key != self.most_recent_ram:
                return key
    
    def remove_least_recent_disk(self):
        '''
        Remove least recent value from disk cache. 
        '''
        with open(self.cache_disk, ""r"") as f:
            lines = f.readlines()
        
        for line in lines:
            if self.most_recent_disk.isspace():
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break
            elif line.replace('\n', '').split(' ')[0] != self.most_recent_disk:
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break  
        with open(self.cache_disk, ""w"") as f:
            for line in lines:
                review_rating_pair = line.replace('\n', '').split(' ')
                if review_rating_pair[0] != least_recent_disk:
                    f.write(line)
        
        
    def get(self, new_text):
        # implement the caching algorithm
        
        if self.get_from_ram_cache(new_text) != None:
            self.most_recent_ram = new_text
            return self.get_from_ram_cache(new_text)
        elif self.get_from_disk_cache(new_text) != None:
            self.most_recent_disk = new_text
            return self.get_from_disk_cache(new_text)
        else:
            #print(""Input"", new_text)
            predicted_rating = super().get(new_text)
            if self.ram_size() < self.ram_max:
                #print(new_text, ""Added to ram"")
                self.add_to_ram_cache(new_text, predicted_rating)
            elif self.disk_size() < self.disk_max:
                #print(new_text, ""Added to disk"")
                least_recent_ram = self.get_least_recent_ram()
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            else:
                self.remove_least_recent_disk()
                least_recent_ram = self.get_least_recent_ram()
                #print(""Least Recent RAM moved to disk"", least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            
            self.most_recent_ram = new_text
            return predicted_rating
                    
                    
                    
            
            
        raise NotImplementedError(""Complete this function!"")","class MostRecentCache(Cache):
    def __init__(self, ram_max, disk_max):
        '''
        Args:
            ram_max (Integer) - max number of elements that at any moment of time should be in hot storage
            disk_max (Integer) - max number of elements that at any moment of time should be in cold storage
        '''
        super().__init__()
        self.ram_max = ram_max
        self.disk_max = disk_max
        
        # initialize additional fields here
        self.most_recent_ram = ''
        self.most_recent_disk = ''
    
    def get_least_recent_ram(self):
        '''
        Return least recent ram value. 
        return: key (Integer) - least recent RAM value
        '''
        for key in self.cache_ram.keys():
            if key != self.most_recent_ram:
                return key
    
    def remove_least_recent_disk(self):
        '''
        Remove least recent value from disk cache. 
        '''
        with open(self.cache_disk, ""r"") as f:
            lines = f.readlines()
        
        for line in lines:
            if self.most_recent_disk.isspace():
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break
            elif line.replace('\n', '').split(' ')[0] != self.most_recent_disk:
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break  
        with open(self.cache_disk, ""w"") as f:
            for line in lines:
                review_rating_pair = line.replace('\n', '').split(' ')
                if review_rating_pair[0] != least_recent_disk:
                    f.write(line)
        
        
    def get(self, new_text):
        # implement the caching algorithm
        
        if self.get_from_ram_cache(new_text) != None:
            self.most_recent_ram = new_text
            return self.get_from_ram_cache(new_text)
        elif self.get_from_disk_cache(new_text) != None:
            self.most_recent_disk = new_text
            return self.get_from_disk_cache(new_text)
        else:
            #print(""Input"", new_text)
            predicted_rating = super().get(new_text)
            if self.ram_size() < self.ram_max:
                #print(new_text, ""Added to ram"")
                self.add_to_ram_cache(new_text, predicted_rating)
            elif self.disk_size() < self.disk_max:
                #print(new_text, ""Added to disk"")
                least_recent_ram = self.get_least_recent_ram()
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            else:
                self.remove_least_recent_disk()
                least_recent_ram = self.get_least_recent_ram()
                #print(""Least Recent RAM moved to disk"", least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            
            self.most_recent_ram = new_text
            return predicted_rating
                    
                    
                    
            
            
        raise NotImplementedError(""Complete this function!"")
def test_most_recent_cache():
    c = MostRecentCache(5, 20)

    for i in range(200):
        c.get('test' + str(i))
    
    assert list(c.cache_ram.keys()) == ['test195', 'test196', 'test197', 'test198', 'test199'], ""RAM cache incorrect!""
    
    keys_disk = set()
    with open(c.cache_disk, ""r"") as f:
        for line in f:
            li = line.replace('\n', '').split(' ')
            keys_disk.add(li[0])
    
    assert keys_disk == {'04a81612669a6503309a3d0a7eb144d47d2822db',
                         '06587144b7eefa0a96389e4edc25db495a24a2cc',
                         '0e51c498407d2bf5bf19a6be003cc65e194337a8',
                         '17dd06e1d4e670fb47b41a753da6a6dfcd87bf30',
                         '26722c1c23e2ab91a5668f711753be9d8a1f6992',
                         '2a373681c4cd01ca424fcc555dd834e417439ce9',
                         '34d422df9f806e415383af86c4400ef7900c4b8f',
                         '5fe02a47e76b0fd9c9297aa1f550df9465990d8b',
                         '6656f767a33b26804aca1f4095ee04b46f9f83dc',
                         '6fbd48d13c9d5e5e4534aec0aca98fd5efecca61',
                         '899ec74db661e24fe58a4f6f302283acd4935ccf',
                         '8e3356790f84402bda95cca9b46fe4b8d8d01e3f',
                         'a15f59d3eb58f1029ccb0a2646d24a3c8a917c29',
                         'a19c3ea08bd1aede544ae465d3799f46d31dd9b7',
                         'ab0fc2097f253a95cc4d689474eb1d7774fa9bb7',
                         'ad1c952a702edca89390aed15dda415100544632',
                         'c34af7f961e92657a743b7390a76e0107c05abc8',
                         'e8efd85f316e5d8594ec24cac041d406ede83fb6',
                         'f8c8ae4bc1e7e9dd003b189787de87c05f413a53',
                         'fed660342e30a9cacdb314c3e8fde3cdab8dba87'}, ""Disk cache incorrect!""
    
    assert c.get('test') == 10, ""Prediction of new values is incorrect!""
    assert c.get('test196') == 9, ""Prediction of values from RAM is incorrect!""
    assert c.get('test178') == 9, ""Prediction of values from disk is incorrect!""
    print(""All tests passed!"")

test_most_recent_cache()"
4495,3,"                review_rating_pair = line.replace('\n', '').split(' ')
                if review_rating_pair[0] != least_recent_disk:",TODO,review_rating_pair,"class MostRecentCache(Cache):
    def __init__(self, ram_max, disk_max):
        '''
        Args:
            ram_max (Integer) - max number of elements that at any moment of time should be in hot storage
            disk_max (Integer) - max number of elements that at any moment of time should be in cold storage
        '''
        super().__init__()
        self.ram_max = ram_max
        self.disk_max = disk_max
        
        # initialize additional fields here
        self.most_recent_ram = ''
        self.most_recent_disk = ''
    
    def get_least_recent_ram(self):
        '''
        Return least recent ram value. 
        return: key (Integer) - least recent RAM value
        '''
        for key in self.cache_ram.keys():
            if key != self.most_recent_ram:
                return key
    
    def remove_least_recent_disk(self):
        '''
        Remove least recent value from disk cache. 
        '''
        with open(self.cache_disk, ""r"") as f:
            lines = f.readlines()
        
        for line in lines:
            if self.most_recent_disk.isspace():
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break
            elif line.replace('\n', '').split(' ')[0] != self.most_recent_disk:
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break  
        with open(self.cache_disk, ""w"") as f:
            for line in lines:
                review_rating_pair = line.replace('\n', '').split(' ')
                if review_rating_pair[0] != least_recent_disk:
                    f.write(line)
        
        
    def get(self, new_text):
        # implement the caching algorithm
        
        if self.get_from_ram_cache(new_text) != None:
            self.most_recent_ram = new_text
            return self.get_from_ram_cache(new_text)
        elif self.get_from_disk_cache(new_text) != None:
            self.most_recent_disk = new_text
            return self.get_from_disk_cache(new_text)
        else:
            #print(""Input"", new_text)
            predicted_rating = super().get(new_text)
            if self.ram_size() < self.ram_max:
                #print(new_text, ""Added to ram"")
                self.add_to_ram_cache(new_text, predicted_rating)
            elif self.disk_size() < self.disk_max:
                #print(new_text, ""Added to disk"")
                least_recent_ram = self.get_least_recent_ram()
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            else:
                self.remove_least_recent_disk()
                least_recent_ram = self.get_least_recent_ram()
                #print(""Least Recent RAM moved to disk"", least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            
            self.most_recent_ram = new_text
            return predicted_rating
                    
                    
                    
            
            
        raise NotImplementedError(""Complete this function!"")","class MostRecentCache(Cache):
    def __init__(self, ram_max, disk_max):
        '''
        Args:
            ram_max (Integer) - max number of elements that at any moment of time should be in hot storage
            disk_max (Integer) - max number of elements that at any moment of time should be in cold storage
        '''
        super().__init__()
        self.ram_max = ram_max
        self.disk_max = disk_max
        
        # initialize additional fields here
        self.most_recent_ram = ''
        self.most_recent_disk = ''
    
    def get_least_recent_ram(self):
        '''
        Return least recent ram value. 
        return: key (Integer) - least recent RAM value
        '''
        for key in self.cache_ram.keys():
            if key != self.most_recent_ram:
                return key
    
    def remove_least_recent_disk(self):
        '''
        Remove least recent value from disk cache. 
        '''
        with open(self.cache_disk, ""r"") as f:
            lines = f.readlines()
        
        for line in lines:
            if self.most_recent_disk.isspace():
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break
            elif line.replace('\n', '').split(' ')[0] != self.most_recent_disk:
                least_recent_disk = line.replace('\n', '').split(' ')[0]
                break  
        with open(self.cache_disk, ""w"") as f:
            for line in lines:
                review_rating_pair = line.replace('\n', '').split(' ')
                if review_rating_pair[0] != least_recent_disk:
                    f.write(line)
        
        
    def get(self, new_text):
        # implement the caching algorithm
        
        if self.get_from_ram_cache(new_text) != None:
            self.most_recent_ram = new_text
            return self.get_from_ram_cache(new_text)
        elif self.get_from_disk_cache(new_text) != None:
            self.most_recent_disk = new_text
            return self.get_from_disk_cache(new_text)
        else:
            #print(""Input"", new_text)
            predicted_rating = super().get(new_text)
            if self.ram_size() < self.ram_max:
                #print(new_text, ""Added to ram"")
                self.add_to_ram_cache(new_text, predicted_rating)
            elif self.disk_size() < self.disk_max:
                #print(new_text, ""Added to disk"")
                least_recent_ram = self.get_least_recent_ram()
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            else:
                self.remove_least_recent_disk()
                least_recent_ram = self.get_least_recent_ram()
                #print(""Least Recent RAM moved to disk"", least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.add_to_disk_cache(least_recent_ram, self.get_from_ram_cache(least_recent_ram))
                self.remove_from_ram_cache(least_recent_ram)
                self.add_to_ram_cache(new_text, predicted_rating)
            
            self.most_recent_ram = new_text
            return predicted_rating
                    
                    
                    
            
            
        raise NotImplementedError(""Complete this function!"")
def test_most_recent_cache():
    c = MostRecentCache(5, 20)

    for i in range(200):
        c.get('test' + str(i))
    
    assert list(c.cache_ram.keys()) == ['test195', 'test196', 'test197', 'test198', 'test199'], ""RAM cache incorrect!""
    
    keys_disk = set()
    with open(c.cache_disk, ""r"") as f:
        for line in f:
            li = line.replace('\n', '').split(' ')
            keys_disk.add(li[0])
    
    assert keys_disk == {'04a81612669a6503309a3d0a7eb144d47d2822db',
                         '06587144b7eefa0a96389e4edc25db495a24a2cc',
                         '0e51c498407d2bf5bf19a6be003cc65e194337a8',
                         '17dd06e1d4e670fb47b41a753da6a6dfcd87bf30',
                         '26722c1c23e2ab91a5668f711753be9d8a1f6992',
                         '2a373681c4cd01ca424fcc555dd834e417439ce9',
                         '34d422df9f806e415383af86c4400ef7900c4b8f',
                         '5fe02a47e76b0fd9c9297aa1f550df9465990d8b',
                         '6656f767a33b26804aca1f4095ee04b46f9f83dc',
                         '6fbd48d13c9d5e5e4534aec0aca98fd5efecca61',
                         '899ec74db661e24fe58a4f6f302283acd4935ccf',
                         '8e3356790f84402bda95cca9b46fe4b8d8d01e3f',
                         'a15f59d3eb58f1029ccb0a2646d24a3c8a917c29',
                         'a19c3ea08bd1aede544ae465d3799f46d31dd9b7',
                         'ab0fc2097f253a95cc4d689474eb1d7774fa9bb7',
                         'ad1c952a702edca89390aed15dda415100544632',
                         'c34af7f961e92657a743b7390a76e0107c05abc8',
                         'e8efd85f316e5d8594ec24cac041d406ede83fb6',
                         'f8c8ae4bc1e7e9dd003b189787de87c05f413a53',
                         'fed660342e30a9cacdb314c3e8fde3cdab8dba87'}, ""Disk cache incorrect!""
    
    assert c.get('test') == 10, ""Prediction of new values is incorrect!""
    assert c.get('test196') == 9, ""Prediction of values from RAM is incorrect!""
    assert c.get('test178') == 9, ""Prediction of values from disk is incorrect!""
    print(""All tests passed!"")

test_most_recent_cache()"
